x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,0.0,-0.06295323371887207,-0.04908400774002075,-0.11062100529670715,-0.11241388320922852,-0.14235004782676697,-0.17450886964797974,-0.1410880982875824,-0.22615844011306763,-0.06560176610946655,-0.18455195426940918,-0.0771336555480957,-0.2466750144958496,-0.07805609703063965,-0.19839417934417725,-0.07262444496154785,-0.16524231433868408,-0.03078639507293701,-0.18733692169189453,-0.04093199968338013,-0.253811776638031,-0.046409547328948975,-0.1851462721824646,-0.040934085845947266,-0.15912669897079468,0.00584566593170166,-0.18041545152664185,-0.0040631890296936035,-0.24493396282196045,-0.01218712329864502,-0.17926859855651855,-0.005936741828918457,-0.1538826823234558,0.046090900897979736,-0.16201817989349365,0.03412759304046631,-0.21341878175735474,0.022624552249908447,-0.17194116115570068,0.02942526340484619,-0.15253430604934692,A
0.0,0.0,-0.0955960750579834,-0.07147723436355591,-0.1447349190711975,-0.18536049127578735,-0.15339480340480804,-0.26745709776878357,-0.13686157763004303,-0.3233449459075928,-0.06334900856018066,-0.3013656437397003,-0.10058312118053436,-0.36244848370552063,-0.11917102336883545,-0.26964351534843445,-0.10673832893371582,-0.20967483520507812,-0.01602742075920105,-0.29747214913368225,-0.05472522974014282,-0.3787722885608673,-0.08002488315105438,-0.2622305154800415,-0.063984215259552,-0.1989995241165161,0.033993035554885864,-0.2808559536933899,-0.007234781980514526,-0.35370421409606934,-0.03499501943588257,-0.23928740620613098,-0.021412193775177002,-0.18337953090667725,0.08813834190368652,-0.24917194247245789,0.04376521706581116,-0.30929312109947205,0.014957726001739502,-0.2340450882911682,0.02535185217857361,-0.19443845748901367,A
0.0,0.0,-0.10886251926422119,-0.0810980498790741,-0.18195593357086182,-0.15814518928527832,-0.22600281238555908,-0.2542324811220169,-0.22836923599243164,-0.33271080255508423,-0.12211725115776062,-0.26699642837047577,-0.13858264684677124,-0.35842902958393097,-0.1345849633216858,-0.2893860638141632,-0.12413480877876282,-0.23288825154304504,-0.06703975796699524,-0.280629962682724,-0.08170482516288757,-0.38480423390865326,-0.08290359377861023,-0.2831651568412781,-0.07465994358062744,-0.22602605819702148,-0.012498199939727783,-0.27438119053840637,-0.02375495433807373,-0.37705980241298676,-0.03308534622192383,-0.2816845625638962,-0.025390684604644775,-0.2261226773262024,0.05099910497665405,-0.24926798045635223,0.03238058090209961,-0.33351585268974304,0.016459167003631592,-0.26948654651641846,0.022913217544555664,-0.22980040311813354,A
0.0,0.0,-0.16938179731369019,-0.11623674631118774,-0.32583001255989075,-0.3332812190055847,-0.43311694264411926,-0.5339966714382172,-0.4475182592868805,-0.6738954037427902,-0.23331329226493835,-0.592010498046875,-0.25206971168518066,-0.7814394533634186,-0.23546379804611206,-0.575178474187851,-0.2233278751373291,-0.5077567398548126,-0.1171255111694336,-0.6149590611457825,-0.13735586404800415,-0.8128175437450409,-0.14120811223983765,-0.557801365852356,-0.13059484958648682,-0.5274083316326141,-0.003064453601837158,-0.5965800285339355,-0.019558370113372803,-0.7829511165618896,-0.03659790754318237,-0.5557297766208649,-0.025431811809539795,-0.5104128122329712,0.11010348796844482,-0.5584443807601929,0.08970749378204346,-0.6808193325996399,0.057871878147125244,-0.5375873744487762,0.06893271207809448,-0.4982518255710602,A
0.0,0.0,-0.060807764530181885,-0.03061467409133911,-0.10930460691452026,-0.08273595571517944,-0.1394241750240326,-0.1369342803955078,-0.14473095536231995,-0.18155843019485474,-0.07722705602645874,-0.15089809894561768,-0.09035605192184448,-0.20577389001846313,-0.08273309469223022,-0.1557667851448059,-0.07494211196899414,-0.12457078695297241,-0.044941484928131104,-0.1592940092086792,-0.05760824680328369,-0.21703368425369263,-0.05349469184875488,-0.15354812145233154,-0.04794269800186157,-0.12979567050933838,-0.011645138263702393,-0.1584312915802002,-0.021884560585021973,-0.21383368968963623,-0.0216483473777771,-0.15354186296463013,-0.01631021499633789,-0.12799906730651855,0.023983120918273926,-0.14934587478637695,0.01293414831161499,-0.1947798728942871,0.008371829986572266,-0.15440303087234497,0.013411879539489746,-0.1339961290359497,A
0.0,0.0,-0.06933659315109253,-0.05697900056838989,-0.14014285802841187,-0.16041582822799683,-0.17973577976226807,-0.25251537561416626,-0.1710241436958313,-0.32188910245895386,-0.09351533651351929,-0.26455408334732056,-0.09315264225006104,-0.32903778553009033,-0.08802253007888794,-0.24062496423721313,-0.08667296171188354,-0.21894973516464233,-0.041626572608947754,-0.2629207968711853,-0.0443304181098938,-0.3262121081352234,-0.048606157302856445,-0.22194039821624756,-0.047956764698028564,-0.2170177698135376,0.0072092413902282715,-0.24794214963912964,0.008599400520324707,-0.3019134998321533,-0.001924276351928711,-0.21165525913238525,-0.0016600489616394043,-0.20519495010375977,0.054842233657836914,-0.22714215517044067,0.051833391189575195,-0.2721983790397644,0.03856128454208374,-0.20839804410934448,0.03991025686264038,-0.19367831945419312,A
0.0,0.0,-0.12319409847259521,-0.04433029890060425,-0.23249056935310364,-0.1524449586868286,-0.2990831881761551,-0.26922425627708435,-0.3065670132637024,-0.3715331554412842,-0.1706615686416626,-0.31507137417793274,-0.20607587695121765,-0.42567339539527893,-0.18929359316825867,-0.310139000415802,-0.17029130458831787,-0.26295146346092224,-0.10703232884407043,-0.33887308835983276,-0.1451297104358673,-0.4504937380552292,-0.13243189454078674,-0.3112112283706665,-0.11187300086021423,-0.2824231684207916,-0.03793877363204956,-0.3439865708351135,-0.07376551628112793,-0.4527972638607025,-0.06776344776153564,-0.321628212928772,-0.04809165000915527,-0.291079044342041,0.039439618587493896,-0.33384913206100464,0.00477638840675354,-0.4146836996078491,-0.0013937950134277344,-0.3259209096431732,0.015924572944641113,-0.29668623208999634,A
0.0,0.0,-0.12839153409004211,-0.07184538245201111,-0.22627492249011993,-0.19037824869155884,-0.28486309945583344,-0.30706876516342163,-0.28200410306453705,-0.4100112169981003,-0.14160482585430145,-0.34796276688575745,-0.18493187427520752,-0.4455966353416443,-0.17919449508190155,-0.33662018179893494,-0.15347279608249664,-0.2892598509788513,-0.07986319065093994,-0.36026619374752045,-0.11888957023620605,-0.4716620594263077,-0.12288761138916016,-0.3324027359485626,-0.09590455889701843,-0.29912909865379333,-0.009935945272445679,-0.3535555601119995,-0.04414144158363342,-0.468437135219574,-0.05523082613945007,-0.3329128921031952,-0.03003770112991333,-0.296713650226593,0.06819295883178711,-0.3290967047214508,0.03403279185295105,-0.4149077385663986,0.01201733946800232,-0.3260570764541626,0.03244304656982422,-0.2950124442577362,A
0.0,0.0,-0.13466376066207886,-0.08918166160583496,-0.26724696159362793,-0.286477267742157,-0.3537514805793762,-0.45545557141304016,-0.38333970308303833,-0.5737290531396866,-0.1995266079902649,-0.4892106056213379,-0.21886181831359863,-0.6364583671092987,-0.18700850009918213,-0.46227437257766724,-0.17432397603988647,-0.4194870889186859,-0.10573703050613403,-0.50467449426651,-0.12534481287002563,-0.6471326947212219,-0.11433976888656616,-0.4351050853729248,-0.10977369546890259,-0.4279465079307556,-0.011640965938568115,-0.4926944375038147,-0.021780729293823242,-0.6166112273931503,-0.028185725212097168,-0.4291180372238159,-0.025440514087677002,-0.4136573076248169,0.08109903335571289,-0.46976083517074585,0.06822586059570312,-0.5570627152919769,0.04905498027801514,-0.43722349405288696,0.0541837215423584,-0.4164137542247772,A
0.0,0.0,-0.06400269269943237,-0.032744765281677246,-0.12309074401855469,-0.09506386518478394,-0.1619865894317627,-0.15902501344680786,-0.17490819096565247,-0.21268483996391296,-0.09344828128814697,-0.18164819478988647,-0.10779333114624023,-0.23520049452781677,-0.09656113386154175,-0.17185449600219727,-0.08868145942687988,-0.1484386920928955,-0.05560946464538574,-0.19086861610412598,-0.07003545761108398,-0.24415439367294312,-0.0642886757850647,-0.16737449169158936,-0.05906194448471069,-0.1572743058204651,-0.016881883144378662,-0.18933117389678955,-0.02845078706741333,-0.23909544944763184,-0.02771461009979248,-0.16916769742965698,-0.022051990032196045,-0.15681350231170654,0.02350938320159912,-0.18094074726104736,0.011494755744934082,-0.22155332565307617,0.006317853927612305,-0.17504072189331055,0.012410163879394531,-0.1618242859840393,A
0.0,0.0,-0.07916125655174255,-0.041088879108428955,-0.13029849529266357,-0.11606836318969727,-0.15588773787021637,-0.183197021484375,-0.16051393747329712,-0.24467021226882935,-0.07771497964859009,-0.2069939374923706,-0.10400989651679993,-0.2725851237773895,-0.10806196928024292,-0.20948010683059692,-0.09474465250968933,-0.16525614261627197,-0.04249998927116394,-0.21173959970474243,-0.07029649615287781,-0.281660258769989,-0.07528197765350342,-0.20027107000350952,-0.05712363123893738,-0.16369527578353882,-0.000930100679397583,-0.2104150652885437,-0.029992222785949707,-0.27947717905044556,-0.037034571170806885,-0.19956505298614502,-0.020495325326919556,-0.16506165266036987,0.047769010066986084,-0.1987563967704773,0.020520716905593872,-0.25471341609954834,0.006796300411224365,-0.20485419034957886,0.018741697072982788,-0.17869418859481812,A
0.0,0.0,-0.09970444440841675,-0.06288248300552368,-0.18195796012878418,-0.15984883904457092,-0.2284526824951172,-0.2588326930999756,-0.23485195636749268,-0.33960920572280884,-0.11460438370704651,-0.2838132232427597,-0.14104747772216797,-0.36268000304698944,-0.1322987675666809,-0.27062150835990906,-0.11558088660240173,-0.23155111074447632,-0.0600111186504364,-0.29364199936389923,-0.08552899956703186,-0.3831167668104172,-0.08504915237426758,-0.2673642337322235,-0.06732228398323059,-0.2376784086227417,-0.0031606554985046387,-0.286734938621521,-0.02482074499130249,-0.37232014536857605,-0.031031429767608643,-0.2645879089832306,-0.01599985361099243,-0.2361244261264801,0.059156060218811035,-0.26468969881534576,0.03628617525100708,-0.3331594467163086,0.02215123176574707,-0.2632986903190613,0.03445422649383545,-0.23838551342487335,A
0.0,0.0,-0.07992881536483765,-0.05147850513458252,-0.15678054094314575,-0.13948768377304077,-0.2065107822418213,-0.2309119701385498,-0.20652168989181519,-0.303918719291687,-0.11759436130523682,-0.25060975551605225,-0.13466936349868774,-0.3254842162132263,-0.1193351149559021,-0.23649972677230835,-0.11129754781723022,-0.21298742294311523,-0.06568634510040283,-0.25932085514068604,-0.08396613597869873,-0.32817769050598145,-0.07729995250701904,-0.2220064401626587,-0.07236117124557495,-0.2232990264892578,-0.013834118843078613,-0.25411468744277954,-0.026984989643096924,-0.3175775408744812,-0.028671443462371826,-0.2238013744354248,-0.02129971981048584,-0.21831560134887695,0.03929334878921509,-0.24230265617370605,0.026863038539886475,-0.2892557382583618,0.01619666814804077,-0.22669804096221924,0.023309409618377686,-0.2139756679534912,A
0.0,0.0,-0.10523998737335205,-0.09778165817260742,-0.16902217268943787,-0.20373350381851196,-0.20825770497322083,-0.2867175340652466,-0.2260090857744217,-0.3670838475227356,-0.07964269816875458,-0.32149744033813477,-0.13190340995788574,-0.3904613256454468,-0.1345001459121704,-0.29493987560272217,-0.11497169733047485,-0.25330519676208496,-0.03328526020050049,-0.319624125957489,-0.09397667646408081,-0.3961712121963501,-0.10234206914901733,-0.28648751974105835,-0.07139521837234497,-0.25812315940856934,0.02001771330833435,-0.3080575466156006,-0.03924685716629028,-0.38668978214263916,-0.05386343598365784,-0.28782057762145996,-0.023940205574035645,-0.2621201276779175,0.07734769582748413,-0.28459131717681885,0.022498279809951782,-0.34716761112213135,-0.0019053220748901367,-0.2841397523880005,0.02152794599533081,-0.2555190324783325,A
0.0,0.0,-0.09945595264434814,-0.07319265604019165,-0.20034396648406982,-0.20146119594573975,-0.26734673976898193,-0.32223016023635864,-0.27791792154312134,-0.4183105230331421,-0.14748311042785645,-0.3413344621658325,-0.1628214716911316,-0.4426743686199188,-0.14193737506866455,-0.3297969102859497,-0.13419091701507568,-0.2973118722438812,-0.07837879657745361,-0.35279718041419983,-0.09342163801193237,-0.44676828384399414,-0.08489835262298584,-0.30822521448135376,-0.0843203067779541,-0.30055487155914307,-0.009078383445739746,-0.3442356288433075,-0.019320368766784668,-0.4334813356399536,-0.020087242126464844,-0.30870771408081055,-0.01693040132522583,-0.291538268327713,0.06038808822631836,-0.32398003339767456,0.05154871940612793,-0.3952711224555969,0.03881657123565674,-0.3085156977176666,0.04141050577163696,-0.2826040983200073,A
0.0,0.0,-0.16944247484207153,-0.10116136074066162,-0.31314830482006073,-0.27035415172576904,-0.38887618482112885,-0.44308242201805115,-0.39692485332489014,-0.5950032472610474,-0.20313242077827454,-0.48691147565841675,-0.2516493946313858,-0.6386535465717316,-0.23999321460723877,-0.4698761999607086,-0.2158569097518921,-0.4157845377922058,-0.1163988709449768,-0.49925556778907776,-0.16971126198768616,-0.6568545997142792,-0.1681041419506073,-0.4525578022003174,-0.13687345385551453,-0.43409544229507446,-0.023260951042175293,-0.4961084723472595,-0.07275468111038208,-0.645405650138855,-0.07718068361282349,-0.4583396017551422,-0.043059736490249634,-0.43960389494895935,0.08138918876647949,-0.47942978143692017,0.033969998359680176,-0.6023533344268799,0.010571897029876709,-0.47389161586761475,0.037350237369537354,-0.4354405105113983,A
0.0,0.0,-0.1763169765472412,-0.11852723360061646,-0.3443402647972107,-0.35918915271759033,-0.44771069288253784,-0.5810911059379578,-0.4743441045284271,-0.7555594444274902,-0.23716038465499878,-0.6216660737991333,-0.26351454854011536,-0.7984461784362793,-0.24405431747436523,-0.5679275989532471,-0.2314426302909851,-0.521563321352005,-0.11500656604766846,-0.6355782151222229,-0.14913088083267212,-0.8132455348968506,-0.1522098183631897,-0.5373474359512329,-0.13857001066207886,-0.547133058309555,0.007959067821502686,-0.6194219291210175,-0.017428338527679443,-0.7839375734329224,-0.034750163555145264,-0.5291296243667603,-0.018625319004058838,-0.5163529515266418,0.13174843788146973,-0.588417261838913,0.10629743337631226,-0.7130181193351746,0.07355117797851562,-0.5486351251602173,0.08893287181854248,-0.5186052918434143,A
0.0,0.0,-0.10886695981025696,-0.0687415599822998,-0.20197486877441406,-0.17541298270225525,-0.2554125338792801,-0.284017950296402,-0.2582804262638092,-0.3797740638256073,-0.13475266098976135,-0.30693069100379944,-0.1739054024219513,-0.39795324206352234,-0.16263526678085327,-0.29214173555374146,-0.14226576685905457,-0.25091108679771423,-0.07401946187019348,-0.31835705041885376,-0.11207520961761475,-0.4211496263742447,-0.1090829074382782,-0.2913265526294708,-0.08551675081253052,-0.2643069624900818,-0.007205098867416382,-0.3173923194408417,-0.042102813720703125,-0.4222394675016403,-0.04637381434440613,-0.3013201355934143,-0.02463322877883911,-0.2723247706890106,0.06603175401687622,-0.3038146197795868,0.0320776104927063,-0.3897896707057953,0.01710689067840576,-0.3090488612651825,0.0336000919342041,-0.27591538429260254,A
0.0,0.0,-0.1623242199420929,-0.07315808534622192,-0.3156132400035858,-0.23700952529907227,-0.41044881939888,-0.3955877423286438,-0.43314918875694275,-0.538664698600769,-0.24785855412483215,-0.4594355523586273,-0.29848408699035645,-0.5943236351013184,-0.269170343875885,-0.4301704168319702,-0.24318403005599976,-0.38635724782943726,-0.1551838517189026,-0.4895366430282593,-0.2087981402873993,-0.6179647147655487,-0.19029313325881958,-0.4186803996562958,-0.16166609525680542,-0.4132717251777649,-0.05493250489234924,-0.4915320873260498,-0.09996548295021057,-0.6152841746807098,-0.09532076120376587,-0.434515118598938,-0.07044032216072083,-0.419471800327301,0.051653504371643066,-0.47999322414398193,0.005149126052856445,-0.5740664005279541,-0.00902944803237915,-0.4502268135547638,0.013532757759094238,-0.4227960407733917,A
0.0,0.0,-0.12773525714874268,-0.12370550632476807,-0.24707841873168945,-0.33259737491607666,-0.32297658920288086,-0.5177499651908875,-0.33101513981819153,-0.6527884006500244,-0.1628178358078003,-0.531136691570282,-0.16569960117340088,-0.6765648722648621,-0.1566373109817505,-0.49968400597572327,-0.15150094032287598,-0.45451122522354126,-0.06166297197341919,-0.5265547931194305,-0.06494128704071045,-0.668164998292923,-0.08148282766342163,-0.4553306996822357,-0.08188587427139282,-0.4533185362815857,0.03458082675933838,-0.49418118596076965,0.041385650634765625,-0.6192694902420044,0.009152829647064209,-0.4348459839820862,0.005819857120513916,-0.41908538341522217,0.12592864036560059,-0.4491443336009979,0.1262229084968567,-0.5332644581794739,0.09024637937545776,-0.41721808910369873,0.08956962823867798,-0.39451199769973755,A
0.0,0.0,-0.07877767086029053,-0.05364549160003662,-0.1452203392982483,-0.13406121730804443,-0.18363311886787415,-0.2152896523475647,-0.17617979645729065,-0.2813569903373718,-0.09496980905532837,-0.22745603322982788,-0.11746984720230103,-0.3027384281158447,-0.10843884944915771,-0.22343116998672485,-0.09750252962112427,-0.190818190574646,-0.04996907711029053,-0.23188185691833496,-0.07169467210769653,-0.3084566593170166,-0.06860268115997314,-0.21040970087051392,-0.05731368064880371,-0.18917912244796753,-0.002418041229248047,-0.2279781699180603,-0.021484017372131348,-0.3024922013282776,-0.024080514907836914,-0.20806896686553955,-0.012515485286712646,-0.1826457977294922,0.049239397048950195,-0.215273916721344,0.03012925386428833,-0.2770622968673706,0.01979386806488037,-0.21867084503173828,0.02970510721206665,-0.19649600982666016,A
0.0,0.0,-0.09744876623153687,-0.061250269412994385,-0.18617233633995056,-0.16401973366737366,-0.23863840103149414,-0.2737823724746704,-0.24016618728637695,-0.3635828197002411,-0.13707393407821655,-0.28908371925354004,-0.16257017850875854,-0.37367886304855347,-0.14399969577789307,-0.27338916063308716,-0.12966704368591309,-0.24407505989074707,-0.07773303985595703,-0.3025243282318115,-0.10288560390472412,-0.38788093626499176,-0.09378844499588013,-0.26512524485588074,-0.08209073543548584,-0.2517957389354706,-0.01684337854385376,-0.29893654584884644,-0.035340309143066406,-0.384198322892189,-0.03681480884552002,-0.27156391739845276,-0.02644515037536621,-0.25057804584503174,0.04609501361846924,-0.2855071723461151,0.028110265731811523,-0.3558094799518585,0.015063047409057617,-0.2814807593822479,0.022557079792022705,-0.25623705983161926,A
0.0,0.0,-0.09759104251861572,-0.1068187952041626,-0.16244924068450928,-0.22828608751296997,-0.19870625436306,-0.32410532236099243,-0.20035722851753235,-0.4173869490623474,-0.06653603911399841,-0.35730409622192383,-0.11943191289901733,-0.4294007420539856,-0.12213194370269775,-0.32242417335510254,-0.09930683672428131,-0.2911190390586853,-0.015385627746582031,-0.34635603427886963,-0.07275065779685974,-0.4234011173248291,-0.08415043354034424,-0.300525426864624,-0.05352616310119629,-0.2868577241897583,0.04212614893913269,-0.3286325931549072,-0.015203237533569336,-0.40922778844833374,-0.03102967143058777,-0.29488933086395264,0.001993030309677124,-0.27902090549468994,0.10327708721160889,-0.29951828718185425,0.051374197006225586,-0.37008827924728394,0.025516986846923828,-0.29809755086898804,0.05009821057319641,-0.27152031660079956,A
